order_id,order_date,customer_id,customer_segment,region,product_name,category,subcategory,acquisition_channel,qty,unit_price,discount_pct,revenue,profit,payment_method,is_fraud_flag,order_status,delivery_date,delivery_days,delivery_cost,customer_rating,product_weight_kg
10601,2024-08-06,C47405,B2C_Premium,Moscow,Sci-Fi Novel Set,Books,Fiction,organic_search,2,2070.18,0.054,3916.78,1428.87,credit,0,delivered,2024-08-08,2,96.99,5,0.7
10602,2024-06-05,C92261,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,paid_search,4,39386.78,0.033,152348.07,36992.74,sbp,0,cancelled,,,11.16,,0.1
10603,2024-02-06,C54514,B2C_Standard,Moscow,Smartphone Pro X,Electronics,Mobile,referral,1,138525.37,0.036,133538.46,26629.15,wallet,0,delivered,2024-02-09,3,19.44,4,0.2
10604,2024-12-26,C46357,B2B_Medium,Saint Petersburg,Classic Jeans,Clothing,Bottoms,organic_search,4,4418.49,0.27,12901.99,5900.02,credit,0,delivered,2024-12-30,4,57.3,4,0.5
10605,2024-12-07,C50793,B2C_Budget,Rostov-on-Don,Classic Jeans,Clothing,Bottoms,email,1,3020.28,0.143,2588.38,1461.69,card,0,delivered,2024-12-15,8,302.29,5,0.5
10606,2024-10-12,C95834,B2C_Standard,Saint Petersburg,Wireless Headphones,Electronics,Audio,referral,1,18360.61,0.15,15606.52,4722.86,credit,0,delivered,2024-10-18,6,29.23,5,0.3
10607,2024-06-05,C17485,B2B_Small,Novosibirsk,Yoga Mat Premium,Sports,Fitness,paid_search,2,2848.69,0.04,5469.48,2922.45,credit,0,returned,2024-06-10,5,399.32,,1.0
10608,2024-03-15,C98013,B2C_Premium,Rostov-on-Don,Laptop UltraSlim 15,Electronics,Computers,paid_search,2,69798.21,0.086,127591.13,17640.16,credit,0,delivered,2024-03-20,5,548.42,5,1.6
10609,2024-12-30,C11983,B2B_Small,Kazan,Running Shoes Elite,Sports,Footwear,social_media,2,8501.35,0.045,16237.58,7340.41,sbp,0,in_transit,2025-01-06,7,240.92,,0.6
10610,2024-05-04,C17485,B2B_Small,Moscow,Yoga Mat Premium,Sports,Fitness,organic_search,3,4859.71,0.16,12246.47,7360.8,sbp,0,delivered,2024-05-09,5,131.32,3,1.0
10611,2024-08-02,C36899,B2B_Medium,Moscow,Puffer Jacket Winter,Clothing,Outerwear,direct,5,9959.32,0.024,48601.48,25808.95,invoice,0,in_transit,2024-08-05,3,109.97,,0.9
10612,2024-10-06,C44470,B2C_Premium,Moscow,Smart Watch Sport,Electronics,Wearables,direct,2,39444.34,0.179,64767.61,14456.56,invoice,0,returned,2024-10-09,3,9.81,,0.1
10613,2024-06-19,C56568,B2B_Medium,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,direct,8,35165.36,0.054,266131.44,53751.58,credit,0,returned,2024-06-22,3,9.85,,0.1
10614,2024-11-13,C79519,B2C_Budget,Novosibirsk,Wireless Headphones,Electronics,Audio,referral,1,13194.76,0.014,13010.03,3652.29,sbp,1,in_transit,2024-11-18,5,259.62,,0.3
10615,2024-03-04,C14643,B2C_Premium,Moscow,Sci-Fi Novel Set,Books,Fiction,social_media,1,1964.45,0.16,1650.14,757.49,invoice,0,cancelled,,,93.59,,0.7
10616,2024-02-18,C85630,B2C_Premium,Krasnoyarsk,Sci-Fi Novel Set,Books,Fiction,social_media,1,1230.35,0.2,984.28,356.1,credit,0,delivered,2024-02-27,9,301.15,4,0.7
10617,2024-05-06,C98678,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,paid_search,1,2039.33,0.144,1745.67,617.54,credit,0,delivered,2024-05-10,4,67.91,5,0.7
10618,2024-02-09,C29158,B2B_Small,Samara,Coffee Machine Delux,Home,Kitchen,paid_search,1,18229.17,0.006,18119.79,5198.13,invoice,0,in_transit,2024-02-14,5,706.87,,3.2
10619,2024-07-15,C14067,B2B_Small,Samara,Smartphone Pro X,Electronics,Mobile,social_media,1,89313.78,0.031,86545.05,16419.71,invoice,0,in_transit,2024-07-21,6,233.18,,0.2
10620,2024-11-22,C81191,B2B_Small,Yekaterinburg,Smart Watch Sport,Electronics,Wearables,paid_search,1,27361.64,0.058,25774.66,6273.34,invoice,0,delivered,2024-11-26,4,339.12,4,0.1
10621,2024-07-19,C67394,B2C_Budget,Moscow,Smartphone Pro X,Electronics,Mobile,social_media,1,150873.74,0.047,143782.67,27561.18,card,0,returned,2024-07-22,3,19.67,,0.2
10622,2024-07-05,C58484,B2C_Standard,Moscow,Smartphone Pro X,Electronics,Mobile,social_media,1,138475.66,0.056,130721.02,20308.44,sbp,0,returned,2024-07-08,3,18.92,,0.2
10623,2024-09-11,C39421,B2C_Standard,Saint Petersburg,Wireless Headphones,Electronics,Audio,organic_search,1,17925.23,0.01,17745.98,5916.85,credit,0,cancelled,,,35.89,,0.3
10624,2024-02-01,C38300,B2C_Budget,Novosibirsk,Laptop UltraSlim 15,Electronics,Computers,referral,1,73122.02,0.09,66541.04,9839.63,sbp,0,delivered,2024-02-08,7,564.79,4,1.6
10625,2024-05-27,C11502,B2B_Small,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,referral,2,33936.21,0.101,61017.31,13154.25,invoice,0,delivered,2024-05-30,3,13.81,3,0.1
10626,2024-10-09,C83210,B2B_Small,Krasnoyarsk,Smartphone Pro X,Electronics,Mobile,paid_search,1,82149.67,0.033,79438.73,15115.31,invoice,0,cancelled,,,253.22,,0.2
10627,2024-11-11,C46469,B2C_Budget,Samara,Smart Watch Sport,Electronics,Wearables,organic_search,1,22856.18,0.176,18833.49,3787.34,card,0,in_transit,2024-11-16,5,390.1,,0.1
10628,2024-11-11,C99944,B2C_Budget,Moscow,Classic Jeans,Clothing,Bottoms,organic_search,1,5370.65,0.102,4822.84,2670.29,sbp,0,delivered,2024-11-13,2,61.13,1,0.5
10629,2024-02-01,C23287,B2C_Budget,Saint Petersburg,Cookbook Italian,Books,Non-fiction,referral,1,1276.65,0.127,1114.52,406.27,credit,0,delivered,2024-02-05,4,80.25,5,0.8
10630,2024-04-11,C91732,B2B_Small,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,referral,2,35648.88,0.093,64667.07,14893.52,card,0,returned,2024-04-15,4,13.68,,0.1
10631,2024-06-17,C32321,B2C_Standard,Moscow,Wireless Headphones,Electronics,Audio,direct,1,20922.29,0.048,19918.02,7206.56,wallet,0,cancelled,,,28.38,,0.3
10632,2024-11-23,C19398,B2C_Premium,Moscow,Smartphone Pro X,Electronics,Mobile,organic_search,2,146403.84,0.213,230439.64,44092.56,wallet,0,delivered,2024-11-26,3,16.16,3,0.2
10633,2024-11-09,C59284,B2C_Standard,Yekaterinburg,Protein Powder 2kg,Sports,Nutrition,social_media,1,3713.72,0.102,3334.92,1284.21,wallet,0,returned,2024-11-13,4,480.08,,2.0
10634,2024-08-31,C47826,B2B_Medium,Saint Petersburg,Yoga Mat Premium,Sports,Fitness,social_media,5,4256.98,0.099,19177.69,9180.35,credit,0,delivered,2024-09-05,5,98.35,4,1.0
10635,2024-12-25,C36203,B2B_Small,Moscow,Cookbook Italian,Books,Non-fiction,organic_search,2,1448.0,0.15,2461.6,1059.26,invoice,0,returned,2024-12-28,3,97.62,,0.8
10636,2024-04-26,C13328,B2C_Premium,Moscow,Cookbook Italian,Books,Non-fiction,email,1,1471.66,0.036,1418.68,490.29,card,0,cancelled,,,103.77,,0.8
10637,2024-09-20,C26130,B2C_Premium,Rostov-on-Don,Sci-Fi Novel Set,Books,Fiction,paid_search,1,1123.61,0.084,1029.23,446.23,sbp,0,delivered,2024-09-27,7,269.29,4,0.7
10638,2024-09-19,C32755,B2C_Standard,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,referral,1,36654.65,0.2,29323.72,6626.73,wallet,0,in_transit,2024-09-25,6,8.52,,0.1
10639,2024-11-01,C12878,B2C_Standard,Novosibirsk,Puffer Jacket Winter,Clothing,Outerwear,direct,1,6235.37,0.152,5287.59,2397.32,card,0,in_transit,2024-11-06,5,252.41,,0.9
10640,2024-10-05,C23051,B2B_Medium,Moscow,Smartphone Pro X,Electronics,Mobile,organic_search,6,136843.58,0.125,718428.79,126160.24,invoice,0,cancelled,,,22.06,,0.2
10641,2024-04-21,C44469,B2C_Premium,Saint Petersburg,Cookbook Italian,Books,Non-fiction,social_media,1,1195.91,0.08,1100.24,389.08,credit,0,returned,2024-04-25,4,94.49,,0.8
10642,2024-01-26,C19464,B2C_Premium,Kazan,Wireless Headphones,Electronics,Audio,social_media,1,13158.99,0.036,12685.27,4651.45,card,0,cancelled,,,368.54,,0.3
10643,2024-08-11,C95827,B2C_Budget,Saint Petersburg,Wireless Headphones,Electronics,Audio,social_media,1,19059.4,0.106,17039.1,4664.84,invoice,0,cancelled,,,25.68,,0.3
10644,2024-05-20,C32469,B2C_Budget,Moscow,Sci-Fi Novel Set,Books,Fiction,social_media,1,2161.71,0.057,2038.49,840.35,sbp,0,cancelled,,,67.81,,0.7
10645,2024-04-21,C44702,B2C_Standard,Saint Petersburg,Classic Jeans,Clothing,Bottoms,referral,1,4484.77,0.022,4386.11,2047.5,wallet,0,delivered,2024-04-24,3,41.56,3,0.5
10646,2024-01-13,C94672,B2C_Budget,Moscow,Puffer Jacket Winter,Clothing,Outerwear,social_media,1,9995.11,0.064,9355.42,3895.76,card,0,returned,2024-01-17,4,121.3,,0.9
10647,2024-08-31,C70215,B2C_Premium,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,social_media,1,34509.66,0.067,32197.51,7180.54,wallet,0,cancelled,,,8.46,,0.1
10648,2024-11-05,C43180,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,paid_search,2,38111.68,0.086,69668.15,16856.25,card,0,delivered,2024-11-07,2,11.73,5,0.1
10649,2024-04-30,C52635,B2B_Small,Moscow,Puffer Jacket Winter,Clothing,Outerwear,referral,2,9960.23,0.106,17808.89,8673.55,invoice,0,delivered,2024-05-03,3,107.08,5,0.9
10650,2024-12-15,C61857,B2C_Standard,Rostov-on-Don,Protein Powder 2kg,Sports,Nutrition,email,1,3061.26,0.343,2011.25,849.21,sbp,0,delivered,2024-12-21,6,544.83,5,2.0
10651,2024-12-07,C31141,B2C_Standard,Moscow,Yoga Mat Premium,Sports,Fitness,direct,1,4931.96,0.241,3743.36,2067.72,credit,0,delivered,2024-12-10,3,98.91,5,1.0
10652,2024-01-23,C97449,B2B_Medium,Moscow,Cookbook Italian,Books,Non-fiction,direct,5,1462.62,0.077,6749.99,2243.62,wallet,0,cancelled,,,85.75,,0.8
10653,2024-04-08,C26430,B2B_Medium,Moscow,Smartphone Pro X,Electronics,Mobile,referral,2,138829.33,0.084,254335.33,44177.77,sbp,0,delivered,2024-04-10,2,24.84,1,0.2
10654,2024-08-06,C56959,B2C_Standard,Saint Petersburg,Yoga Mat Premium,Sports,Fitness,email,1,4392.69,0.099,3957.81,1903.39,invoice,0,returned,2024-08-09,3,94.94,,1.0
10655,2024-05-19,C48584,B2C_Budget,Moscow,Sci-Fi Novel Set,Books,Fiction,referral,1,2113.87,0.043,2022.97,757.84,sbp,0,cancelled,,,56.52,,0.7
10656,2024-07-28,C64239,B2B_Medium,Novosibirsk,Protein Powder 2kg,Sports,Nutrition,organic_search,6,3336.04,0.056,18895.33,9705.47,invoice,0,in_transit,2024-08-05,8,608.25,,2.0
10657,2024-03-23,C39057,B2C_Premium,Yekaterinburg,Smart Watch Sport,Electronics,Wearables,email,2,25480.53,0.041,48871.66,11454.24,card,0,delivered,2024-03-28,5,328.37,2,0.1
10658,2024-02-01,C99341,B2B_Medium,Moscow,Sci-Fi Novel Set,Books,Fiction,organic_search,3,1961.23,0.121,5171.76,2230.61,wallet,0,in_transit,2024-02-03,2,76.78,,0.7
10659,2024-03-25,C72267,B2C_Standard,Moscow,Wireless Headphones,Electronics,Audio,paid_search,1,20321.87,0.039,19529.32,5620.68,sbp,0,delivered,2024-03-30,5,36.74,3,0.3
10660,2024-07-07,C54528,B2C_Budget,Novosibirsk,Classic Jeans,Clothing,Bottoms,referral,1,3212.69,0.044,3071.33,1751.07,sbp,0,cancelled,,,262.09,,0.5
10661,2024-10-17,C59284,B2C_Standard,Moscow,Puffer Jacket Winter,Clothing,Outerwear,organic_search,1,10632.51,0.029,10324.17,5109.62,sbp,0,delivered,2024-10-20,3,100.29,5,0.9
10662,2024-09-08,C27322,B2C_Premium,Moscow,Cookbook Italian,Books,Non-fiction,email,1,1387.83,0.052,1315.66,490.34,credit,0,in_transit,2024-09-11,3,66.78,,0.8
10663,2024-02-11,C19698,B2C_Standard,Yekaterinburg,Yoga Mat Premium,Sports,Fitness,paid_search,1,3039.63,0.078,2802.54,1741.37,wallet,0,delivered,2024-02-16,5,289.76,5,1.0
10664,2024-01-23,C99341,B2B_Medium,Moscow,Cookbook Italian,Books,Non-fiction,direct,3,1468.39,0.027,4286.23,1764.15,credit,0,delivered,2024-01-25,2,90.15,5,0.8
10665,2024-05-31,C28422,B2C_Budget,Moscow,Laptop UltraSlim 15,Electronics,Computers,email,1,120594.5,0.108,107570.29,16667.57,wallet,0,in_transit,2024-06-03,3,174.12,,1.6
10666,2024-02-01,C29690,B2B_Small,Saint Petersburg,Protein Powder 2kg,Sports,Nutrition,social_media,2,4960.53,0.015,9772.24,4352.24,credit,0,delivered,2024-02-06,5,192.45,5,2.0
10667,2024-11-15,C64522,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,email,2,2062.77,0.118,3638.73,1559.77,invoice,0,in_transit,2024-11-19,4,89.72,,0.7
10668,2024-05-13,C34890,B2C_Budget,Moscow,Wireless Headphones,Electronics,Audio,direct,1,21420.18,0.006,21291.66,6831.92,card,0,delivered,2024-05-15,2,29.25,5,0.3
10669,2024-06-29,C42338,B2C_Budget,Moscow,Smartphone Pro X,Electronics,Mobile,email,1,146452.99,0.157,123459.87,24853.35,sbp,0,delivered,2024-07-01,2,17.86,5,0.2
10670,2024-04-01,C91950,B2C_Budget,Moscow,Smartphone Pro X,Electronics,Mobile,direct,1,138853.23,0.062,130244.33,23378.73,invoice,0,delivered,2024-04-03,2,22.72,3,0.2
10671,2024-11-10,C81191,B2B_Small,Saint Petersburg,Coffee Machine Delux,Home,Kitchen,direct,1,25320.96,0.053,23978.95,5880.06,sbp,0,delivered,2024-11-14,4,277.44,4,3.2
10672,2024-08-30,C98464,B2C_Premium,Moscow,Protein Powder 2kg,Sports,Nutrition,direct,1,5469.48,0.064,5119.43,2059.08,card,0,cancelled,,,203.71,,2.0
10673,2024-12-06,C21126,B2B_Small,Moscow,Smart Watch Sport,Electronics,Wearables,social_media,1,41689.36,0.048,39688.27,10028.61,invoice,0,returned,2024-12-10,4,9.12,,0.1
10674,2024-12-08,C73036,B2C_Standard,Moscow,Protein Powder 2kg,Sports,Nutrition,direct,1,5756.49,0.152,4881.5,,credit,0,delivered,2024-12-12,4,231.32,5,2.0
10675,2024-01-31,C41711,B2C_Budget,Saint Petersburg,Wireless Headphones,Electronics,Audio,direct,1,17798.44,0.039,17104.3,4925.89,credit,0,returned,2024-02-05,5,37.79,,0.3
10676,2024-03-18,C15787,B2B_Medium,Moscow,Wireless Headphones,Electronics,Audio,direct,6,20695.54,0.021,121565.6,33944.09,invoice,0,delivered,2024-03-22,4,26.46,4,0.3
10677,2024-09-18,C36052,B2C_Budget,Moscow,Yoga Mat Premium,Sports,Fitness,organic_search,1,4708.51,0.183,3846.85,2105.82,invoice,0,delivered,2024-09-22,4,133.71,5,1.0
10678,2024-11-28,C60783,B2B_Medium,Saint Petersburg,Protein Powder 2kg,Sports,Nutrition,social_media,4,5037.1,0.116,17811.19,7338.73,credit,0,delivered,2024-12-04,6,215.96,4,2.0
10679,2024-04-21,C78558,B2C_Premium,Saint Petersburg,Sci-Fi Novel Set,Books,Fiction,organic_search,1,1805.74,0.104,1617.94,578.58,credit,0,delivered,2024-04-26,5,58.73,4,0.7
10680,2024-12-11,C79519,B2C_Budget,Moscow,Running Shoes Elite,Sports,Footwear,direct,1,13861.04,0.158,11671.0,4777.43,wallet,0,delivered,2024-12-14,3,67.99,2,0.6
10681,2024-04-19,C36961,B2C_Standard,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,social_media,1,9180.03,0.043,8785.29,4364.55,sbp,0,in_transit,2024-04-24,5,95.24,,0.9
10682,2024-08-02,C60783,B2B_Medium,Moscow,Cookbook Italian,Books,Non-fiction,referral,6,1388.61,0.137,7190.22,2929.43,invoice,0,delivered,2024-08-04,2,76.14,5,0.8
10683,2024-01-03,C97935,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,direct,1,2072.35,0.069,1929.36,778.07,credit,0,in_transit,2024-01-07,4,87.56,,0.7
10684,2024-03-29,C28546,B2C_Standard,Yekaterinburg,Wireless Headphones,Electronics,Audio,email,1,13744.58,0.123,12054.0,4050.76,invoice,0,returned,2024-04-02,4,277.05,,0.3
10685,2024-04-04,C17960,B2B_Small,Saint Petersburg,Cookbook Italian,Books,Non-fiction,referral,2,1239.7,0.1,2231.46,725.42,credit,0,returned,2024-04-10,6,95.58,,0.8
10686,2024-10-28,C30296,B2C_Budget,Saint Petersburg,Protein Powder 2kg,Sports,Nutrition,social_media,1,5129.27,0.211,4046.99,1620.52,sbp,0,cancelled,,,273.86,,2.0
10687,2024-07-29,C23654,B2C_Budget,Novosibirsk,Laptop UltraSlim 15,Electronics,Computers,organic_search,1,76023.67,0.009,75339.46,9393.47,invoice,0,in_transit,2024-08-04,6,478.14,,1.6
10688,2024-10-07,C40498,B2C_Standard,Moscow,Wireless Headphones,Electronics,Audio,organic_search,1,21701.76,0.15,18446.5,5922.9,card,0,in_transit,2024-10-11,4,41.15,,0.3
10689,2024-12-22,C72348,B2C_Standard,Moscow,Cookbook Italian,Books,Non-fiction,email,1,1405.34,0.278,1014.66,,wallet,0,in_transit,2024-12-24,2,101.03,,0.8
10690,2024-08-28,C57146,B2C_Budget,Moscow,Wireless Headphones,Electronics,Audio,referral,1,19906.51,0.151,16900.63,6084.27,wallet,0,delivered,2024-09-01,4,37.52,5,0.3
10691,2024-06-26,C14131,B2B_Medium,Rostov-on-Don,Running Shoes Elite,Sports,Footwear,referral,2,7880.73,0.091,14327.17,6262.94,wallet,0,in_transit,2024-07-01,5,222.65,,0.6
10692,2024-11-25,C57241,B2B_Medium,Saint Petersburg,Yoga Mat Premium,Sports,Fitness,paid_search,2,4310.26,0.298,6051.61,3236.66,credit,0,cancelled,,,113.14,,1.0
10693,2024-04-25,C99366,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,direct,3,39308.81,0.117,104129.04,22471.45,wallet,0,in_transit,2024-04-29,4,12.64,,0.1
10694,2024-12-20,C83004,B2C_Budget,Moscow,Yoga Mat Premium,Sports,Fitness,organic_search,1,4632.39,0.107,4136.72,2615.53,card,0,delivered,2024-12-24,4,118.3,5,1.0
10695,2024-07-30,C98301,B2B_Medium,Moscow,Yoga Mat Premium,Sports,Fitness,referral,6,4808.19,0.112,25618.04,12082.23,sbp,0,in_transit,2024-08-02,3,112.15,,1.0
10696,2024-02-17,C22123,B2C_Standard,Moscow,Coffee Machine Delux,Home,Kitchen,paid_search,1,30504.28,0.063,28582.51,8704.85,credit,0,delivered,2024-02-20,3,428.54,3,3.2
10697,2024-03-07,C54471,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,paid_search,1,5110.7,0.014,5039.15,2428.95,wallet,0,delivered,2024-03-09,2,42.38,3,0.5
10698,2024-08-15,C31180,B2C_Budget,Moscow,Smart Watch Sport,Electronics,Wearables,paid_search,1,39199.56,0.034,37866.77,8347.34,invoice,0,in_transit,2024-08-20,5,9.19,,0.1
10699,2024-09-10,C74831,B2C_Premium,Saint Petersburg,Running Shoes Elite,Sports,Footwear,organic_search,1,11439.84,0.162,9586.59,4250.33,sbp,0,delivered,2024-09-16,6,64.4,5,0.6
10700,2024-04-08,C91911,B2B_Small,Samara,Puffer Jacket Winter,Clothing,Outerwear,organic_search,1,6360.86,0.142,5457.62,2725.79,invoice,0,delivered,2024-04-12,4,275.34,5,0.9
10701,2024-09-17,C76608,B2B_Medium,Samara,Protein Powder 2kg,Sports,Nutrition,email,4,3436.47,0.077,12687.45,6337.25,wallet,0,delivered,2024-09-22,5,547.57,4,2.0
10702,2024-07-04,C67345,B2B_Medium,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,paid_search,7,34396.74,0.049,228979.1,57625.84,card,0,delivered,2024-07-08,4,12.04,4,0.1
10703,2024-01-12,C26904,B2C_Premium,Moscow,Wireless Headphones,Electronics,Audio,email,2,21779.62,0.072,40422.97,13712.36,credit,0,delivered,2024-01-16,4,32.74,4,0.3
10704,2024-07-23,C79519,B2C_Budget,Samara,Classic Jeans,Clothing,Bottoms,organic_search,1,3281.24,0.126,2867.8,,card,0,in_transit,2024-07-27,4,291.25,,0.5
10705,2024-04-05,C30657,B2C_Premium,Novosibirsk,Coffee Machine Delux,Home,Kitchen,direct,1,19247.6,0.069,17919.52,4664.26,invoice,0,cancelled,,,690.75,,3.2
10706,2024-03-11,C54603,B2C_Premium,Moscow,Puffer Jacket Winter,Clothing,Outerwear,direct,1,10043.29,0.109,8948.57,4165.09,wallet,0,delivered,2024-03-14,3,91.4,5,0.9
10707,2024-07-09,C34688,B2B_Small,Rostov-on-Don,Cookbook Italian,Books,Non-fiction,email,1,792.57,0.008,786.23,,credit,0,delivered,2024-07-16,7,361.13,4,0.8
10708,2024-02-18,C49997,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,direct,1,5046.85,0.043,4829.84,2745.67,credit,0,delivered,2024-02-21,3,49.78,2,0.5
10709,2024-09-29,C69913,B2B_Medium,Kazan,Coffee Machine Delux,Home,Kitchen,email,2,19068.75,0.115,33751.69,10580.99,card,1,returned,2024-10-05,6,525.58,,3.2
10710,2024-12-20,C33072,B2C_Budget,Kazan,Sci-Fi Novel Set,Books,Fiction,paid_search,1,1346.8,0.326,907.74,375.46,invoice,0,delivered,2024-12-25,5,374.05,5,0.7
10711,2024-10-22,C44553,B2C_Budget,Moscow,Yoga Mat Premium,Sports,Fitness,organic_search,1,4651.46,0.052,4409.58,2245.09,card,0,delivered,2024-10-26,4,83.82,4,1.0
10712,2024-07-04,C57146,B2C_Budget,Yekaterinburg,Laptop UltraSlim 15,Electronics,Computers,email,1,82106.11,0.073,76112.36,9494.67,card,0,delivered,2024-07-11,7,515.4,4,1.6
10713,2024-09-03,C48643,B2B_Medium,Kazan,Smart Watch Sport,Electronics,Wearables,direct,5,23972.82,0.066,111953.07,21809.87,card,0,delivered,2024-09-09,6,187.55,4,0.1
10714,2024-05-12,C46514,B2C_Budget,Moscow,Yoga Mat Premium,Sports,Fitness,social_media,1,4553.24,0.094,4125.24,2345.99,invoice,0,delivered,2024-05-17,5,105.1,4,1.0
10715,2024-04-11,C84198,B2C_Budget,Moscow,Running Shoes Elite,Sports,Footwear,direct,1,14190.57,0.048,13509.42,5765.13,credit,0,returned,2024-04-15,4,78.71,,0.6
10716,2024-06-24,C97233,B2C_Premium,Saint Petersburg,Coffee Machine Delux,Home,Kitchen,direct,1810,27901.58,0.071,51841.14,15642.0,sbp,0,in_transit,2024-06-29,5,293.86,,3.2
10717,2024-01-31,C99146,B2B_Small,Moscow,Classic Jeans,Clothing,Bottoms,social_media,1,5355.89,0.055,5061.32,2821.35,wallet,0,cancelled,,,62.72,,0.5
10718,2024-01-27,C10137,B2C_Premium,Moscow,Coffee Machine Delux,Home,Kitchen,organic_search,2,30803.9,0.037,59328.31,15808.96,card,0,delivered,2024-01-29,2,277.83,5,3.2
10719,2024-03-18,C21380,B2B_Small,Saint Petersburg,Classic Jeans,Clothing,Bottoms,organic_search,2,4716.6,0.091,8574.78,3874.69,sbp,0,returned,2024-03-24,6,52.21,,0.5
10720,2024-06-18,C85425,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,paid_search,3,41137.83,0.069,114897.96,23808.61,sbp,0,in_transit,2024-06-21,3,13.27,,0.1
10721,2024-07-20,C97101,B2B_Medium,Moscow,Coffee Machine Delux,Home,Kitchen,direct,5,31701.85,0.06,148998.69,40362.98,sbp,0,delivered,2024-07-23,3,343.25,3,3.2
10722,2024-04-10,C55413,B2C_Premium,Rostov-on-Don,Running Shoes Elite,Sports,Footwear,social_media,1,7761.48,0.148,6612.78,,card,0,delivered,2024-04-18,8,437.47,3,0.6
10723,2024-06-03,C59713,B2B_Small,Moscow,Running Shoes Elite,Sports,Footwear,referral,1,13048.84,0.09,11874.44,4578.64,card,0,cancelled,,,82.41,,0.6
10724,2024-04-21,C61543,B2C_Premium,Moscow,Coffee Machine Delux,Home,Kitchen,organic_search,1,30097.64,0.095,27238.36,8531.67,sbp,0,delivered,2024-04-25,4,385.21,5,3.2
10725,2024-04-08,C21320,B2C_Premium,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,direct,1,9525.31,0.044,9106.2,4983.26,card,1,returned,2024-04-12,4,87.61,,0.9
10726,2024-03-08,C69012,B2C_Budget,Novosibirsk,Protein Powder 2kg,Sports,Nutrition,organic_search,1,3494.16,0.221,2721.95,1251.89,credit,0,returned,2024-03-15,7,486.79,,2.0
10727,2024-09-23,C37950,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,organic_search,3,2161.77,0.069,6037.82,2132.18,invoice,0,delivered,2024-09-25,2,89.66,5,0.7
10728,2024-05-20,C45808,B2B_Small,Moscow,Yoga Mat Premium,Sports,Fitness,organic_search,2,4794.93,0.039,9215.86,5684.49,card,0,cancelled,,,105.6,,1.0
10729,2024-05-26,C20156,B2C_Standard,Moscow,Smartphone Pro X,Electronics,Mobile,paid_search,1,137242.34,0.118,121047.74,21094.57,credit,1,returned,2024-05-30,4,19.79,,0.2
10730,2024-04-14,C46813,B2C_Standard,Novosibirsk,Coffee Machine Delux,Home,Kitchen,direct,1,18701.63,0.067,17448.62,4307.31,sbp,0,returned,2024-04-21,7,716.25,,3.2
10731,2024-07-23,C50050,B2C_Premium,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,email,1,9221.44,0.032,8926.35,3954.95,invoice,0,delivered,2024-07-27,4,121.28,2,0.9
10732,2024-03-22,C64339,B2B_Small,Novosibirsk,Smart Watch Sport,Electronics,Wearables,social_media,1,24963.31,0.135,21593.26,5181.05,credit,0,in_transit,2024-03-30,8,325.32,,0.1
10733,2024-12-26,C35016,B2B_Small,Moscow,Classic Jeans,Clothing,Bottoms,organic_search,3,5378.41,0.099,14537.84,6661.8,credit,0,returned,2024-12-28,2,64.32,,0.5
10734,2024-03-11,C35729,B2C_Premium,Kazan,Running Shoes Elite,Sports,Footwear,social_media,2,8359.41,0.205,13291.46,6089.55,sbp,0,in_transit,2024-03-16,5,409.01,,0.6
10735,2024-12-10,C35779,B2B_Small,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,social_media,1,8675.63,0.303,6046.91,2937.21,credit,0,in_transit,2024-12-13,3,104.43,,0.9
10736,2024-10-09,C57241,B2B_Medium,Novosibirsk,Laptop UltraSlim 15,Electronics,Computers,organic_search,6,75980.39,0.154,385676.46,58464.88,credit,0,delivered,2024-10-16,7,448.57,5,1.6
10737,2024-02-18,C93531,B2B_Small,Kazan,Wireless Headphones,Electronics,Audio,organic_search,1,12830.07,0.044,12265.55,4501.23,invoice,0,cancelled,,,399.95,,0.3
10738,2024-12-04,C47738,B2C_Standard,Kazan,Smartphone Pro X,Electronics,Mobile,referral,1,92819.11,0.036,89477.62,14407.61,invoice,0,returned,2024-12-08,4,175.27,,0.2
10739,2024-03-03,C16262,B2C_Standard,Moscow,Puffer Jacket Winter,Clothing,Outerwear,referral,1,10423.92,0.219,8141.08,4356.82,wallet,0,cancelled,,,107.18,,0.9
